x	y	w	h	content
732	2295	112	62	gave
861	2299	81	61	the
966	2302	178	64	Singers
1161	2308	81	60	the
1262	2312	84	59	use
1366	2315	57	57	of
1439	2317	71	56	the
310	2338	127	65	Town
462	2345	124	64	Hall,
599	2350	143	64	which
759	2357	139	63	holds
912	2362	96	62	two
1021	2366	218	66	thousand
1252	2374	186	64	people.
1471	2380	45	61	It
297	2411	99	55	was
411	2412	165	60	densely
588	2415	188	64	crowded
788	2420	58	62	on
862	2422	87	63	two
962	2426	197	66	evenings
1172	2433	101	62	with
1286	2439	217	63	audiences
298	2473	54	53	as
365	2474	279	63	sympathetic
666	2481	88	59	and
767	2484	275	65	enthusiastic
1055	2493	54	58	as
1122	2495	125	60	could
1260	2500	61	57	be
1337	2503	161	59	desired.
350	2528	118	63	With
481	2534	72	61	the
565	2538	226	66	enterprise
804	2548	40	58	so
857	2550	91	59	well
961	2554	206	62	launched
1180	2561	44	57	as
1238	2563	32	56	it
1284	2564	86	58	was
1384	2567	121	59	when
293	2592	69	57	the
376	2594	166	63	Singers
555	2600	76	60	left
645	2603	183	64	London,
842	2610	40	59	it
896	2612	90	61	was
1000	2616	72	60	not
1087	2619	182	64	thought
1284	2627	208	64	necessary
287	2652	80	60	for
383	2655	122	63	Rev.
517	2660	103	62	Mr.
632	2664	170	65	Powell
814	2670	58	61	to
885	2673	165	64	remain
1074	2680	162	63	longer,
1249	2686	95	60	and
1357	2690	65	59	he
1435	2693	61	58	re-
286	2719	154	61	turned
454	2723	52	59	to
520	2725	206	64	America,
740	2731	45	59	to
798	2733	104	61	look
919	2736	111	62	after
1043	2740	78	61	the
1134	2743	210	65	interests
1357	2751	53	59	of
1423	2754	71	58	the
860	2801	30	44	6
898	2801	33	44	*
