x	y	w	h	content
1823	1189	53	47	of
1894	1190	69	48	the
1981	1191	97	49	soul
2097	1193	40	48	in
2165	1194	53	48	my
650	1234	90	44	God
748	1234	52	44	be
808	1235	88	44	with
909	1236	80	44	you
1000	1236	68	45	till
1076	1237	57	44	we
1147	1237	108	45	meet
1271	1238	134	45	again.
1554	1227	153	45	visions
1716	1232	77	42	and
1808	1234	167	44	dreams,
651	1291	143	50	3-God
804	1294	44	47	be
858	1295	87	47	with
955	1297	75	46	you
1040	1298	62	45	till
1112	1298	47	46	we
1169	1299	93	45	meet
1272	1299	125	45	again,
1515	1266	59	43	Its
1582	1267	140	46	bright
1729	1270	140	46	Jasper
1879	1272	113	46	walls
2002	1274	19	44	I
2029	1274	73	45	can
2112	1276	65	43	see,
653	1334	113	45	When
775	1337	99	44	life's
884	1340	115	42	perils
1008	1341	99	42	thick
1116	1342	188	42	confound
1313	1341	82	43	you,
1476	1305	82	45	Till
1566	1308	23	43	I
1598	1309	119	44	fancy
1725	1312	73	42	but
1806	1314	128	42	thinly
1943	1316	69	41	the
2024	1317	84	41	veil
2117	1318	112	42	inter-
651	1375	76	44	Put
735	1377	76	43	His
820	1378	106	44	arms
934	1379	191	45	unfailing
1136	1381	125	44	round
1275	1382	93	43	you;
1553	1351	119	40	venes
650	1415	91	45	God
752	1417	53	44	be
814	1418	88	43	with
914	1419	79	43	you
1005	1420	67	43	till
1081	1421	53	42	we
1143	1422	108	43	meet
1269	1423	129	43	again.
1474	1389	167	46	Beneath
1653	1391	69	45	the
1731	1392	84	45	fair
1823	1393	81	45	city
1915	1394	82	45	and
2004	1396	68	43	me.
1468	1436	172	47	3-That
1658	1440	287	47	unchangeable
1962	1444	117	45	home
2100	1446	47	44	is
2164	1447	59	45	for
651	1484	141	48	4-God
802	1486	42	46	be
854	1487	85	46	with
950	1488	72	46	you
1033	1489	63	46	till
1107	1491	47	45	we
1165	1491	94	46	meet
1270	1493	130	46	again;
1551	1486	78	38	you
1644	1483	77	42	and
1733	1483	68	44	for
1807	1486	76	44	me,
648	1527	102	44	Keep
763	1529	124	44	love's
897	1530	144	45	banner
1051	1532	158	45	floating
1218	1534	83	43	o'er
1310	1534	92	44	you;
1518	1522	135	43	Where
1668	1523	114	44	Jesus
1790	1524	53	44	of
1862	1525	189	45	Nazareth
2080	1526	142	46	stands;
652	1569	118	43	Smite
789	1570	147	44	death's
945	1572	236	44	threatening
1208	1574	107	41	wave
1340	1574	64	41	be-
1474	1561	78	43	The
1560	1563	96	43	king
1670	1564	45	43	of
1723	1565	67	43	all
1798	1566	205	45	kingdoms
2026	1567	151	46	forever
2189	1567	28	46	is
726	1610	86	43	fore
824	1612	95	44	you;
1553	1599	83	44	He,
649	1647	89	45	God
746	1648	53	45	be
807	1648	88	47	with
909	1649	80	47	you
998	1650	72	48	till
1078	1651	55	47	we
1142	1651	99	49	meet
1250	1652	129	49	again.
1477	1642	88	42	And
1580	1643	61	42	He
1649	1643	155	45	holdeth
1820	1645	76	45	our
1908	1645	151	49	crowns
2071	1647	41	48	in
2129	1647	67	50	His
1551	1683	132	42	hands.
1474	1732	44	41	4-
1532	1732	26	42	O
1590	1732	79	44	how
1696	1733	116	45	sweet
1831	1734	41	46	it
1891	1735	87	46	will
1997	1736	53	47	be
2074	1737	42	47	in
2142	1738	80	48	that
898	1783	98	59	NO
1049	1786	81	57	34
1550	1773	194	42	beautiful
1752	1774	117	43	land,
1514	1811	54	42	So
1582	1812	83	44	free
1674	1814	86	44	from
1787	1816	60	44	all
1855	1817	139	46	sorrow
2015	1819	79	45	and
2120	1821	106	45	pain:
750	1856	91	57	HE
885	1857	229	58	SAVED
1148	1858	105	57	ME
1475	1853	104	42	With
1600	1855	126	43	songs
1747	1857	51	42	on
1827	1858	77	43	our
1928	1859	85	44	lips
2037	1861	80	45	and
2141	1863	78	45	with
649	1925	87	46	1-I
749	1928	84	43	was
852	1930	102	41	once
979	1931	69	41	far
1073	1932	109	41	away
1213	1933	90	42	from
1340	1932	66	45	the
1549	1896	127	40	harps
1684	1896	40	41	in
1740	1896	76	43	our
1824	1897	139	48	hands,
728	1969	185	45	Saviour,
1515	1935	53	39	To
1580	1936	99	40	meet
1687	1938	78	40	one
1775	1939	161	45	another
1947	1941	126	50	again.
690	2011	78	40	And
778	2011	71	40	His
859	2011	78	40	face
947	2012	73	40	was
1030	2012	68	41	not
1108	2013	153	43	smiling
1271	2015	47	43	on
1327	2015	74	45	me;
680	2053	147	37	wonder
840	2051	38	40	if
886	2051	132	41	Christ
1026	2052	65	42	the
1109	2053	204	45	Redeemer,
1717	2028	149	58	NO.
1882	2031	80	58	36
690	2089	141	43	Would
843	2091	96	42	save
948	2093	27	41	a
984	2093	102	42	poor
1096	2094	132	43	sinner
1237	2096	80	43	like
1326	2096	71	44	me.
1544	2085	241	55	ALMOST
1805	2090	350	53	PERSUADED
667	2161	66	41	-I
742	2161	83	42	was
834	2161	93	43	long
941	2161	40	44	in
1011	2161	94	45	that
1124	2161	75	46	sad
1223	2162	118	47	night
1360	2163	43	47	of
1472	2147	253	47	1-"Almost
1739	2152	218	45	persuaded
1977	2155	83	42	now
2095	2156	45	42	to
2164	2156	59	42	be-
732	2200	196	42	darkness,
1550	2198	121	51	lieve;
689	2240	71	42	Not
770	2240	20	43	a
800	2240	129	45	bright
938	2240	73	46	ray
1020	2241	40	45	of
1069	2241	97	47	light
1174	2243	114	47	could
1296	2245	22	46	I
1326	2245	79	47	see;
1520	2239	178	46	"'Almost
1707	2243	240	45	persuaded"
1968	2246	133	43	Christ
2109	2247	46	42	to
2169	2247	54	42	re-
651	2277	95	44	This
763	2279	170	45	thought
951	2283	105	43	filled
1080	2285	66	43	my
1164	2287	102	43	poor
1293	2289	113	45	heart
1553	2285	120	38	ceive.
725	2323	85	38	with
828	2322	179	45	sadness,
1474	2323	129	41	Seems
1612	2324	80	40	now
1712	2325	104	41	some
1828	2327	85	42	soul
1923	2329	41	42	to
1979	2330	90	46	say,
686	2359	67	45	No
761	2361	103	44	hope
873	2362	68	44	for
950	2363	29	44	a
987	2364	106	45	poor
1102	2365	126	46	sinner
1236	2366	83	47	like
1328	2367	66	48	me.
1515	2362	81	43	Go,
1606	2362	141	45	Spirit,
1757	2365	53	43	go
1822	2367	70	44	thy
1905	2370	95	46	way,
681	2429	103	46	-But
791	2430	106	47	there
905	2431	39	47	in
952	2431	85	48	that
1045	2433	100	48	dark
1153	2434	127	49	lonely
1287	2437	109	48	hour,
1476	2406	110	36	some
1595	2406	107	36	more
1712	2406	227	43	convenient
1957	2408	65	45	day
687	2472	115	43	Came
826	2475	27	42	a
882	2476	109	44	voice
1002	2478	148	46	sweetly
1178	2481	224	48	whispering
1592	2443	56	40	On
1669	2442	97	44	Thee
1777	2444	66	44	I'll
1852	2446	102	47	call.
725	2514	44	40	to
778	2514	85	44	me,
1470	2492	26	39	2
1536	2492	179	44	"Almost
1724	2494	251	45	persuaded,"
1993	2499	124	40	come,
2125	2502	99	37	come
657	2553	166	44	Saying,
832	2553	130	47	Christ
971	2553	69	49	the
1066	2554	301	58	Redeemerhath,
1550	2533	110	46	today
1670	2539	19	42	;
726	2596	127	39	power
1513	2570	187	47	"Almost
1728	2579	251	39	persuaded,"
2028	2580	85	38	turn
2157	2582	66	36	not
691	2632	52	44	To
757	2634	93	44	save
859	2636	27	43	a
895	2637	103	44	poor
1008	2639	130	44	sinner
1148	2640	84	44	like
1247	2641	67	44	me.
1554	2618	100	38	away
1661	2620	21	38	;
1475	2656	112	39	Jesus
1597	2656	145	41	invites
1752	2657	75	41	you
1842	2659	100	42	here,
668	2702	66	45	-I
759	2704	188	49	listened,
972	2707	77	48	and
1080	2708	66	49	lo!
1155	2709	135	49	'twas
1318	2712	85	47	the
1516	2694	146	42	Angels
1670	2696	68	41	are
1749	2698	191	44	lingering
1951	2702	105	43	near,
727	2743	191	51	Saviour,
1470	2735	169	41	Prayers
1647	2737	81	40	rise
1739	2738	86	41	from
1850	2739	134	43	hearts
1994	2740	45	43	so
2064	2740	99	45	dear;
691	2785	95	41	Then
800	2785	185	45	speaking
999	2787	44	44	so
1057	2788	134	48	kindly
1203	2792	44	46	to
1259	2794	78	47	me;
1593	2770	81	45	"O,
1683	2775	193	45	wanderer
1885	2780	144	38	come."
655	2826	79	39	And
744	2827	79	39	now
841	2828	91	40	unto
948	2830	131	41	others
1091	2832	24	40	I
1127	2832	46	42	am
1201	2833	147	47	telling,
1469	2822	247	47	3-"Almost
1723	2827	252	44	persuaded,"
2006	2829	163	42	harvest
2187	2829	29	41	is
686	2865	84	40	How
783	2867	50	40	he
841	2868	116	42	saved
967	2870	24	41	a
1001	2871	99	42	poor
1108	2873	126	43	sinner
1242	2875	77	42	like
1326	2876	76	42	me.
1550	2869	117	37	past!
685	2934	25	43	I
718	2934	87	44	then
819	2935	100	45	fully
930	2937	150	46	trusted
1088	2940	42	44	in
1147	2941	113	47	Jesus
1511	2905	184	44	"Almost
1703	2909	248	44	persuaded,"
1976	2911	94	41	doom
2101	2911	118	39	comes
1553	2949	46	37	at
1606	2950	103	34	last!
687	2975	85	42	And
782	2976	74	43	oh,
863	2978	108	43	what
981	2980	27	42	a
1018	2980	69	44	joy
1099	2982	69	43	cam
1214	2985	28	42	t
1269	2986	80	43	me;
644	3014	70	42	My
742	3015	119	42	heart
884	3018	44	40	it
950	3019	84	41	was
1056	3021	112	42	filled
1184	3024	71	41	wit
1472	2983	203	44	"Almost"
1693	2988	71	41	can
1779	2990	76	41	not
1862	2990	128	45	avail;
1327	3023	75	40	His
1510	3022	211	45	"Almost"
1740	3025	44	43	is
1791	3025	77	44	but
1875	3026	44	44	to
1929	3027	72	45	fail
721	3058	172	42	praises,
683	3093	80	43	For
772	3096	138	44	saving
925	3100	25	41	a
962	3101	63	42	sin
1048	3103	46	42	er
1105	3104	80	43	like
1199	3105	69	43	me.
1474	3068	99	38	Sad,
1581	3066	75	39	sad
1667	3065	88	41	that
1763	3065	118	44	bitter
1891	3067	110	48	wail-
1597	3100	287	50	"Almost-but
1894	3107	115	45	lost!"
