x	y	w	h	content
810	1802	47	42	of
864	1802	472	36	purifying-Hallelujah.
483	1840	77	42	Oh,
567	1841	110	42	what
684	1843	50	41	do
746	1844	78	40	you
836	1844	110	40	think
958	1843	51	41	of
1015	1843	393	35	dying-Hallelujah;
523	1880	123	45	Don't
654	1881	75	44	you
737	1882	110	43	think
856	1882	59	42	its
924	1882	95	42	very
1028	1881	412	38	trying?-Hallelujah.
485	1951	178	46	5-Jesus
670	1952	86	45	laid
762	1952	112	44	three
884	1951	97	44	days
988	1951	45	43	in
1043	1950	71	43	the
1121	1949	114	40	silent
1243	1948	102	38	tomb
526	1994	92	39	Grim
643	1995	167	39	monster
823	1995	117	39	Death
955	1994	42	40	to
1010	1994	439	34	conquer-Hallelujah.
488	2033	55	42	On
553	2033	71	42	the
632	2034	108	41	third
754	2034	75	41	day
838	2034	164	40	Gabriel
1008	2033	110	40	came
1128	2032	76	40	and
1214	2031	128	40	rolled
1352	2029	109	41	away
1472	2027	67	41	the
1548	2026	110	40	stone
525	2072	101	44	From
651	2073	65	44	the
725	2074	129	43	mouth
868	2074	45	43	of
922	2074	70	43	the
1000	2074	458	34	sepulchre-Hallelujah.
491	2117	95	40	Then
601	2118	53	39	up
666	2118	95	39	rose
768	2118	234	38	conquering
1016	2116	385	35	Jesus-Hallelujah,
527	2157	90	42	Into
630	2156	151	43	Galilee
789	2155	62	43	He
858	2154	418	41	walked-Hallelujah.
486	2232	152	42	6-And
647	2231	104	43	when
765	2230	58	43	we
832	2229	71	43	are
909	2228	162	42	tempted
1083	2225	78	43	and
1171	2223	103	42	when
1286	2221	54	42	we
1353	2219	70	41	are
1434	2217	101	39	tried,
530	2275	71	37	We
611	2273	107	40	must
726	2271	49	42	go
793	2270	75	42	and
881	2268	78	43	bow
978	2267	40	44	to
1038	2266	381	34	Jesus-Hallelujah.
493	2311	100	43	Who
602	2311	99	43	once
708	2311	66	42	for
780	2311	55	42	us
842	2310	82	42	was
931	2309	185	40	crucified
533	2354	53	41	To
600	2353	165	41	appease
773	2351	70	42	the
851	2350	117	41	wrath
984	2348	46	43	of
1037	2347	396	34	justice-Hallelujah.
495	2394	118	42	What
618	2393	31	43	a
657	2393	214	39	wonderful
876	2390	171	39	working
1061	2387	143	39	Jesus-
1209	2384	224	35	Hallelujah,
531	2435	104	42	Who
643	2433	211	42	completed
862	2430	67	44	my
935	2429	210	40	savation-
1151	2426	233	35	Hallelujah.
490	2505	97	45	7-A
600	2503	68	45	few
679	2502	110	45	more
797	2501	186	42	suffering
997	2498	95	43	days
1100	2497	141	41	below,
533	2549	93	38	Just
633	2547	85	39	like
730	2544	115	41	Jesus
852	2541	102	42	we'll
959	2539	52	44	be
1022	2537	400	40	buried-Hallelujah,
494	2588	80	42	But
580	2587	45	42	in
637	2586	31	43	a
677	2586	154	40	coming
846	2583	93	42	day,
946	2582	24	42	I
977	2581	133	41	know,
533	2628	61	41	Up
606	2627	47	41	to
662	2626	143	41	heaven
817	2623	103	42	we'll
927	2621	55	43	be
989	2619	426	34	carried-Hallelujah;
497	2669	98	39	Then
608	2668	108	39	we'll
722	2666	72	40	go,
799	2665	95	40	both
908	2663	92	40	soul
1006	2661	77	40	and
1093	2659	134	39	body-
1235	2655	224	36	Hallelujah,
538	2706	118	41	There
663	2706	42	41	to
714	2706	111	40	reign
837	2704	86	40	with
932	2703	92	40	God
1033	2702	159	37	forever.
1199	2699	9	40	.
494	2779	151	41	8-And
654	2777	104	42	when
769	2775	59	43	we
834	2774	100	42	land
941	2772	55	42	on
1005	2770	95	42	that
1106	2768	139	39	bright
1252	2765	117	37	shore
539	2817	69	44	All
615	2816	78	44	our
701	2816	207	40	sufferings
916	2813	83	41	will
1007	2812	51	41	be
1066	2810	381	32	ended-Hallelujah.
498	2860	119	38	There
628	2858	106	38	we'll
740	2856	143	38	remain
893	2854	273	37	forevermore,
537	2898	42	43	It
586	2897	42	43	is
635	2897	85	41	just
727	2895	105	40	what
840	2893	93	40	God
940	2891	437	33	intended-Hallelujah,
509	2937	100	42	That
615	2936	78	42	His
698	2935	131	41	saints
834	2933	142	41	should
982	2930	111	41	reign
1104	2928	411	30	forever-Hallelujah,
556	2977	116	40	There
680	2976	87	40	with
780	2974	148	40	Christ,
936	2971	101	41	their
1047	2969	106	41	elder
1166	2967	422	31	Brother-Hallelujah.
