x	y	w	h	content
1273	2100	93	49	Tree,
1530	2107	117	49	Away
1658	2109	41	48	in
1713	2111	67	49	the
1792	2113	203	53	Kingdom.
700	2131	114	49	Away
825	2134	41	48	in
879	2136	67	50	the
957	2138	202	58	Kingdom.
1485	2153	70	50	My
1565	2156	103	51	yoke
1679	2161	41	48	of
1731	2163	176	54	bondage
1918	2169	63	51	He
1992	2171	66	52	did
2069	2172	87	56	take,
660	2180	59	49	I'm
745	2183	93	50	glad
849	2187	44	48	to
905	2189	68	50	tell
984	2191	78	51	you
1073	2195	80	51	now
1171	2199	62	50	I'm
1256	2202	93	53	free,
1528	2207	111	48	Away
1649	2211	43	47	in
1705	2213	67	49	the
1782	2215	398	62	Kingdom.-Chorus.
699	2232	111	49	Away
822	2235	43	48	in
877	2237	68	49	the
957	2240	196	57	Kingdom.
934	2310	206	56	CHORUS.
1483	2292	82	50	3-I
1576	2297	57	48	all
1645	2300	66	49	my
1723	2304	82	49	sins
1816	2308	54	48	on
1882	2310	79	51	Him
1988	2314	63	52	did
2063	2316	72	55	lay,
1523	2347	119	50	Away
1653	2353	42	46	in
1706	2355	66	48	the
1783	2358	200	55	Kingdom,
655	2372	158	54	There's
829	2380	136	51	plenty
988	2387	55	46	of
1072	2391	141	46	room.
1256	2393	146	52	There's
1484	2398	85	47	And
1579	2402	83	47	this
1672	2405	44	46	to
1726	2407	59	47	me
1795	2409	65	48	my
1870	2412	105	51	Lord
1988	2416	68	51	did
2066	2419	79	52	say,
729	2431	125	47	plenty
864	2434	45	46	of
919	2437	119	47	room,
1521	2448	117	49	Away
1651	2452	41	48	in
1705	2454	68	49	the
1783	2457	199	56	Kingdom.
693	2477	115	50	Away
819	2481	42	48	in
875	2483	65	49	the
951	2485	198	52	Kingdom.
1481	2494	67	47	"If
1558	2498	78	49	you
1646	2503	67	48	my
1723	2507	195	55	mandates
1928	2516	78	50	will
2017	2519	103	52	obey,
651	2523	157	54	There's
832	2531	134	52	plenty
996	2538	56	48	of
1072	2542	129	50	room,
1212	2547	71	48	my
1294	2550	110	50	Jesus
1520	2550	113	48	Away
1649	2552	39	48	in
1703	2554	65	50	the
1781	2558	201	60	Kingdom.
724	2582	84	42	says
817	2585	23	40	,
1474	2596	68	49	I'll
1553	2600	85	51	give
1650	2605	74	50	you
1735	2608	24	48	a
1770	2610	107	51	home
1887	2614	84	51	with
1981	2617	104	51	meto
2096	2621	127	51	stay."
691	2618	114	48	Away
817	2621	41	47	in
869	2623	63	48	the
942	2626	204	52	Kingdom.
1516	2653	115	49	Away
1645	2657	38	48	in
1697	2659	66	49	the
1774	2661	395	61	Kingdom.-Chorus:
1049	2710	176	55	4-Lord,
1237	2720	22	47	I
1271	2722	148	52	believe
1431	2730	25	46	a
1468	2732	79	48	rest
1559	2736	175	54	remains,
1089	2764	114	52	Away
1215	2770	42	49	in
1269	2773	66	49	the
1347	2777	192	53	Kingdom.
1048	2814	27	47	A
1091	2816	79	49	rest
1183	2821	119	50	where
1314	2828	99	48	pure
1428	2832	215	56	enjoyment
1655	2839	132	57	reigns,
1085	2867	116	50	Away
1213	2872	44	47	in
1269	2874	65	48	the
1346	2877	187	55	Kingdom.
1043	2915	28	47	A
1086	2916	82	49	rest
1180	2920	118	50	where
1310	2926	58	47	all
1379	2929	67	48	our
1458	2932	131	54	Soul's
1600	2938	128	57	desire,
1080	2968	111	48	Away
1203	2971	40	48	in
1258	2973	64	49	the
1333	2977	195	56	Kingdom,
1042	3013	131	53	Where
1184	3020	86	50	fear
1280	3025	80	50	and
1371	3030	61	49	sin
1446	3034	79	50	and
1537	3039	100	51	grief
1649	3044	132	55	expire,
1078	3070	113	50	Away
1203	3074	41	48	in
1260	3076	68	50	the
1343	3079	398	66	Kingdom.-Chorus.
