x	y	w	h	content
1469	330	31	72	"
817	421	34	11	ave
859	417	88	17	ob-tain’d
959	418	29	17	the
999	421	46	19	prize
1057	420	3	17	|
1011	448	34	11	rise
890	474	16	65	|
1001	714	38	16	ibe
1016	737	18	15	of
1048	715	60	16	neath,
1122	716	3	16	|
1051	737	52	17	death.
1107	739	18	15	§
782	862	40	17	And
831	866	39	17	part
893	869	31	12	are
932	866	85	20	crossing
788	885	76	17	Charles
1061	872	45	11	now.
872	887	91	21	Wesley’s
974	889	90	16	“‘Funeral
1076	890	91	20	Hymns.”
872	911	35	15	tion
917	911	42	16	with
968	912	67	17	others,
1047	913	111	16	established
1169	914	29	16	the
1208	915	73	21	English
1292	917	97	16	Methodist
1399	918	77	16	Church.
868	938	17	11	m
895	935	17	14	in
922	934	51	16	other
984	937	49	18	parts
1041	935	19	16	of
1070	935	35	17	this
1113	936	53	17	book,
578	955	68	16	proven
657	954	18	13	to
684	952	22	16	be
716	958	22	11	one
742	954	34	15	of
786	954	30	17	the
825	959	51	17	great
884	956	96	17	churches.
1195	892	26	15	Mr
1231	891	75	22	Wesley
1315	899	36	11	was
1361	895	37	15	born
1399	896	33	15	in
1445	896	41	16	1708
1497	897	34	15	and
1544	897	28	16	died
1574	898	36	15	in
1623	898	46	16	1788.
1071	250	45	16	shall
1127	252	22	15	be
1158	257	10	10	a
1178	256	118	13	resurrectien
1309	255	16	15	of
1336	255	29	16	the
1376	256	50	17	dead,
1438	258	42	15	both
1491	259	17	15	of
1518	259	29	16	the
1557	263	35	17	just
1600	262	35	15	and
1647	264	78	18	unjust.”’
1857	235	59	23	285.
1744	265	49	16	Acts.
1803	266	58	17	24-15.
1678	286	17	15	L.
1711	287	19	15	P.
1745	288	162	19	Breedloveg!857.
1878	313	49	16	D.C.
1657	342	16	64	i
1276	424	23	16	Let
1303	426	37	15	all
1347	426	28	15	the
1382	428	56	15	saints
1455	430	141	21	terrestrialsing
1610	432	47	16	With
1684	433	50	16	those
1503	920	43	15	This
1555	921	14	15	is
1579	926	34	10	one
1623	922	18	15	of
1651	921	16	16	his
1670	925	32	12	st
1193	938	47	16	“Mr.
1251	937	74	22	Wesley
1335	942	98	19	composed
1443	947	42	10	over
1494	942	52	16	6.000
1555	943	84	17	valuable
1648	944	55	21	hymn
1495	305	40	16	Alto
1545	306	22	21	by
1577	307	18	16	S.
1608	308	23	16	M.
1643	308	77	19	Denson,
1738	310	47	17	1911.
1798	337	23	16	a
1757	437	17	13	to
1797	436	28	20	glo
1841	445	8	2	-
1864	442	21	15	ry
1895	442	45	16	gone
1698	898	14	16	He
1716	901	112	20	originally
1837	902	88	21	balonged
1705	922	66	16	andard
1781	923	66	20	hymns
1857	930	67	16	among
1707	949	14	11	s,
1738	944	27	17	He
1774	950	36	12	was
1822	952	34	11	one
1866	953	9	10	of
1878	948	44	16	the
739	977	91	20	preached
839	978	28	18	his
874	979	42	17	Bro.
926	979	76	18	Charles
1012	979	90	23	Wesley’s
1111	982	70	16	funeral
1206	984	36	16	See
1253	984	74	21	History
1336	986	18	15	of
1364	986	99	17	Breedlove
1477	988	55	15	under
1542	991	41	13	tune
1593	989	4	16	I
1616	990	34	15	Am
1661	990	59	21	Going
1730	990	65	17	Home.
1806	997	47	16	Page
1860	992	34	17	282
1904	999	20	11	as
882	1030	112	27	LAND
1014	1031	50	27	OF
1087	1032	102	27	REST.
1193	1034	62	27	C.
1280	1035	40	27	M.
620	1066	45	17	Lord
672	1067	31	21	thy
713	1068	39	16	God
761	1068	43	17	hath
814	1071	53	21	given
879	1071	29	17	thee
911	1075	54	13	rest
974	1073	17	15	in
1001	1072	29	17	the
1040	1073	41	16	land
1090	1073	59	17	which
1159	1074	30	17	the
1200	1075	45	17	Lord
1255	1075	30	22	thy
1295	1075	41	18	God
1347	1078	67	20	giveth.
1440	1078	44	17	Deu.
1506	1079	73	17	25—19.
534	1461	26	16	for
573	1462	42	17	thee
639	1464	4	15	I
658	1465	45	21	sigh,
717	1466	59	16	When
786	1468	34	15	will
831	1468	29	16	the
871	1473	92	13	moments
976	1471	64	15	come?
1133	1260	94	64	ae
1117	1307	62	17	Sola
1196	1307	46	24	EN
1110	1473	56	15	When
1183	1473	4	16	I
1131	1514	70	70	im
1271	1524	49	63	=}
983	1596	39	16	And
1034	1597	51	16	other
1095	1600	51	14	tunes
1157	1600	16	14	in
1185	1600	33	15	this
1228	1601	80	16	volume.
1214	1474	44	16	shall
1269	1475	27	20	lay
1306	1480	30	16	my
1349	1481	19	10	ar
1379	1486	6	2	-
1396	1482	50	10	mour
1456	1477	28	20	by,
1499	1478	38	15	And
1529	1151	51	32	o-
1562	1478	50	15	dwell
1622	1478	41	16	with
1677	1478	25	16	Ch
1765	1082	27	21	By
1805	1083	18	16	S.
1834	1083	22	18	H,
1869	1084	52	17	Rees.
1437	1128	91	24	tee
1530	1128	235	48	eo
1784	1132	159	72	"|
1702	1199	14	2	Tae
1718	1184	28	17	3
1749	1184	21	6	ran
1782	1180	52	23	aa
1875	1186	35	17	eS
1109	1225	51	17	When
1161	1227	24	15	I
1211	1227	45	16	shall
1266	1228	28	20	lay
1304	1234	31	15	my
1348	1234	94	12	ar-mour
1455	1231	23	20	by,
1498	1232	39	15	And
1562	1232	50	15	dwell
1626	1232	41	16	with
1677	1233	59	17	Christ
1744	1237	19	13	at
1777	1234	60	17	home.
1490	1296	58	33	=
1568	1266	75	63	fa
1705	1480	31	15	rist
1746	1482	17	14	at
1777	1479	59	19	home,
