x	y	w	h	content	
377	1169	123	23	Augmented	
516	1169	61	16	sixth?	
233	1194	17	17	A	
262	1194	51	17	sixth	
325	1199	20	12	as	
359	1195	55	20	great	
427	1199	20	11	as	
459	1193	35	16	five	
508	1194	57	21	steps.	
233	1218	58	17	What	
307	1218	15	16	is	
338	1223	11	11	a	
364	1217	88	17	seventh?	
234	1242	31	17	An	
282	1241	81	17	interval	
380	1241	58	16	which	
455	1241	83	16	involves	
555	1246	55	11	seven	
627	1241	85	22	degrees,	
728	1246	20	11	as	
765	1240	14	17	C	
796	1240	37	17	and	
850	1241	21	16	B.	
234	1266	49	16	How	
297	1271	52	16	many	
350	1265	105	17	sevenths	
469	1265	46	17	have	
529	1266	38	15	we?	
234	1289	153	28	Three—Major	
405	1289	83	19	seventh,	
504	1289	64	16	Minor	
585	1289	77	16	seventh	
679	1288	37	16	and	
734	1288	117	16	Diminished	
869	1288	82	16	seventh.	
234	1314	57	16	What	
307	1314	15	16	is	
339	1319	10	10	a	
365	1313	120	17	Diminished	
501	1313	88	17	seventh?	
234	1338	17	16	A	
265	1338	77	16	seventh	
357	1343	20	10	as	
391	1339	54	20	great	
460	1342	20	11	as	
494	1337	53	16	three	
562	1338	52	21	steps	
629	1336	37	16	and	
680	1336	53	16	three	
748	1336	109	21	half-steps.	
234	1362	58	16	What	
305	1362	15	15	is	
334	1367	11	10	a	
359	1362	63	16	Minor	
436	1361	89	17	seventh?	
234	1386	17	16	A	
264	1385	77	17	seventh	
354	1390	21	12	as	
387	1386	54	21	great	
454	1390	20	11	as	
487	1385	44	16	four	
543	1385	53	22	steps	
608	1384	38	16	and	
658	1385	37	15	two	
707	1384	110	21	half-steps.	
234	1409	58	17	What	
304	1410	15	16	is	
332	1414	10	11	a	
355	1409	67	22	Major	
435	1408	89	17	seventh?	
234	1439	18	17	A	
266	1438	77	18	seventh	
357	1444	21	11	as	
392	1440	55	21	great	
461	1443	20	12	as	
494	1438	36	17	five	
545	1439	52	21	steps	
611	1439	37	16	and	
663	1443	35	11	one	
712	1437	100	22	half-step.	
234	1468	58	18	What	
303	1469	16	16	is	
330	1474	24	11	an	
365	1469	78	16	octave?	
235	1499	17	17	An	
254	1498	108	18	interval	
377	1498	59	17	which	
451	1498	84	17	involves	
551	1498	51	22	eight	
618	1498	85	22	degrees,	
718	1503	20	11	as	
754	1497	13	17	C	
783	1497	37	16	and	
836	1497	14	16	C	
866	1496	65	17	above.	
236	1529	49	16	How	
296	1534	58	16	many	
366	1528	56	17	kinds	
435	1528	21	17	of	
469	1529	76	15	octaves	
558	1533	32	11	are	
603	1527	65	17	there?	
235	1559	149	17	Two—Perfect	
398	1558	38	17	and	
450	1557	120	18	Diminished	
584	1558	82	17	octaves,	
235	1588	59	17	What	
311	1588	15	17	is	
345	1594	11	10	a	
374	1588	119	17	Diminished	
512	1588	78	16	octave?	
235	1618	32	17	An	
277	1619	66	15	octave	
354	1623	20	12	as	
386	1619	55	21	great	
451	1623	20	11	as	
483	1617	45	17	four	
538	1618	53	21	steps	
602	1616	37	17	and	
652	1616	53	16	three	
716	1616	109	22	half-steps.	
235	1646	59	18	What	
310	1647	15	18	is	
342	1652	11	11	a	
370	1647	79	17	Perfect	
465	1647	78	17	octave?	
1098	255	133	28	MUSIC.	
1306	256	184	29	Continued.	
1146	302	30	17	An	
1190	304	66	15	octave	
1270	308	19	11	as	
1303	304	54	21	great	
1371	309	20	11	as	
1404	303	35	17	five	
1453	305	52	21	steps	
1519	303	38	17	and	
1570	304	37	16	two	
1619	302	112	24	half-steps,	
1146	332	57	16	What	
1219	332	14	15	is	
1248	337	9	10	a	
1272	332	64	16	ninth?	
1147	356	23	16	An	
1172	355	103	17	interyal	
1291	356	58	16	which	
1365	356	83	16	inyolyes	
1465	357	42	15	nine	
1524	356	85	22	degrees,	
1624	360	21	12	as	
1662	355	15	17	C	
1692	355	38	17	and	
1745	355	19	18	D	
1780	356	39	18	and	
1833	357	45	18	nine	
1892	355	80	26	degrees	
1100	380	64	16	above.	
1147	402	50	17	How	
1209	408	52	16	many	
1261	403	74	17	kinds	
1349	403	21	16	of	
1384	403	64	17	ninths	
1462	408	32	11	are	
1508	402	64	17	there?	
1147	427	150	16	Three—Minor	
1310	427	59	19	ninth,	
1382	426	68	22	Major	
1463	427	53	16	ninth	
1530	426	37	16	and	
1581	424	123	24	Augmented	
1716	425	70	19	ninths.	
1146	451	58	16	What	
1220	452	14	15	is	
1249	456	10	10	a	
1274	451	63	16	Minor	
1352	451	64	16	ninth?	
1147	475	17	16	A	
1181	475	53	16	ninth	
1252	480	20	10	as	
1289	476	54	20	great	
1360	480	20	11	as	
1397	475	35	17	five	
1449	476	52	21	steps	
1518	474	37	16	and	
1573	475	52	16	three	
1641	474	110	23	half-steps.	
1147	499	58	16	What	
1221	499	15	16	is	
1254	504	10	10	a	
1281	497	68	23	Major	
1365	497	65	18	ninth?	
1147	523	17	16	A	
1177	523	54	16	ninth	
1244	528	20	11	as	
1277	524	54	21	great	
1345	528	20	11	as	
1378	523	27	15	six	
1417	524	53	21	steps	
1484	522	36	17	and	
1534	524	37	15	two	
1584	522	110	22	half-steps.	
1147	547	58	16	What	
1220	547	15	16	is	
1251	552	23	11	an	
1291	546	123	22	Augmented	
1429	546	65	16	ninth?	
1147	570	18	17	A	
1177	570	55	17	ninth	
1246	576	20	11	as	
1279	572	55	21	great	
1348	575	20	12	as	
1381	570	36	17	five	
1430	572	52	20	steps	
1496	570	37	17	and	
1547	572	37	15	two	
1597	571	111	22	half-steps,	
1721	571	37	17	and	
1771	577	11	11	a	
1795	571	43	23	step	
1851	573	37	17	and	
1901	578	12	11	a	
1924	572	54	18	half=	
1100	596	48	21	step.	
1419	618	234	18	MISCELLANEOUS.	
1148	643	15	16	1.	
1178	642	56	17	What	
1246	643	16	16	is	
1274	648	10	11	a	
1296	643	59	21	song?	
1148	667	52	22	Song	
1196	667	30	21	is	
1240	672	9	11	a	
1262	668	46	16	tune	
1320	667	60	16	which	
1392	668	17	16	in	
1423	673	9	10	a	
1446	667	77	22	general	
1536	673	52	11	sense	
1602	673	64	11	covers	
1679	667	25	19	all	
1718	669	109	22	utterances	
1840	669	45	17	with	
1897	669	80	17	musical	
1100	690	119	18	modulation	
1234	691	22	16	of	
1271	691	30	16	the	
1316	692	58	19	voice,	
1388	681	83	27	whteher	
1486	691	14	16	it	
1516	692	14	15	is	
1545	691	32	17	the	
1591	692	70	16	human	
1677	693	51	16	voice	
1743	698	22	11	or	
1779	693	42	17	that	
1835	693	21	17	of	
1871	693	31	17	the	
1916	693	60	17	birds.	
1101	715	19	17	It	
1137	715	76	22	usually	
1231	715	74	23	applies	
1323	716	20	15	to	
1362	715	67	22	simple	
1447	721	40	11	Soe	
1490	716	104	42	ee	
1601	716	71	22	having	
1689	722	34	11	one	
1742	722	21	11	or	
1781	719	37	15	two	
1835	717	85	23	periods,	
1938	717	38	17	and	
1101	739	73	22	applies	
1189	733	20	22	to	
1223	739	67	16	sacred	
1304	744	22	11	or	
1340	739	74	17	secular	
1429	739	67	16	words.	
1148	764	16	15	2.	
1177	763	59	17	What	
1249	764	15	16	is	
1279	769	23	10	an	
1317	764	87	16	anthem?	
1148	787	17	16	A	
1177	787	66	17	sacred	
1255	788	132	21	composition,	
1398	787	103	18	the.words	
1513	788	22	16	of	
1545	788	59	16	which	
1616	794	32	11	are	
1659	788	58	17	taken	
1729	789	50	16	from	
1791	789	31	17	the	
1834	789	61	20	Bible,	
1905	794	73	18	prayer	
1100	811	50	16	book	
1162	816	21	11	or	
1195	811	54	17	other	
1260	811	67	17	sacred	
1339	812	81	22	writing.	
1148	836	16	15	3.	
1178	835	58	17	What	
1248	836	15	17	is	
1276	841	10	10	a	
1299	836	74	16	Motet?	
1150	860	17	16	A	
1186	859	62	17	Motet	
1266	859	84	22	signifies	
1368	865	10	10	a	
1397	859	54	17	vocal	
1469	846	129	36	poorer	
1614	860	73	16	similar	
1705	862	19	15	to	
1743	861	31	16	the	
1793	861	82	21	anthem,	
1893	861	36	18	but	
1945	861	34	18	the	
1101	883	62	16	words	
1181	888	32	11	are	
1230	884	33	15	not	
1280	883	57	17	taken	
1354	884	50	16	from	
1421	884	31	16	the	
1469	884	116	21	Scriptures.	
1616	884	99	22	Formerly	
1732	890	10	11	a	
1759	886	60	15	motet	
1835	891	38	12	was	
1891	891	11	11	a	
1917	885	61	18	crude	
1101	908	136	21	counterpoint	
1250	907	63	16	added	
1326	909	19	15	to	
1357	913	10	11	a	
1380	907	53	23	plain	
1445	908	63	16	chant.	
1149	932	16	15	4,	
1179	931	58	17	What	
1253	931	16	17	is	
1285	937	24	10	an	
1325	931	52	17	Ode?	
1150	955	16	16	A	
1180	955	63	17	Greek	
1256	961	47	10	word	
1303	955	125	22	signifying	
1440	961	23	11	an	
1477	956	28	16	air	
1518	962	21	10	or	
1553	962	56	16	song;	
1623	962	10	10	a	
1647	956	67	23	lyrical	
1727	958	126	21	composition	
1866	958	22	17	of	
1900	959	79	22	greater	
1102	979	65	32	length	
1179	979	37	16	and	
1229	979	73	22	variety	
1314	980	45	16	than	
1371	985	10	10	a	
1394	985	56	16	song;	
1463	980	115	22	resembling	
1590	986	10	11	a	
1612	975	62	24	canta,	
1150	1004	15	15	5.	
1180	1003	58	16	What	
1252	1004	15	16	is	
1281	1008	10	11	a	
1305	1003	91	17	Fanfare.	
1150	1027	17	16	A	
1182	1026	59	20	short,	
1254	1027	62	22	lively,	
1330	1027	45	17	loud	
1390	1027	37	17	and	
1441	1028	87	16	war-like	
1542	1028	66	20	music,	
1622	1029	21	16	of	
1657	1030	59	16	music	
1731	1030	101	27	composed	
1846	1030	22	17	of	
1881	1031	97	22	trumpets	
1103	1050	38	17	and	
1161	1050	59	17	kettle	
1241	1051	65	16	drums	
1327	1051	39	16	also	
1381	1051	36	40	ne	
1437	1057	55	11	name	
1513	1052	21	16	of	
1554	1052	30	17	the	
1605	1052	56	23	lively	
1681	1053	49	16	little	
1750	1054	52	22	piece	
1822	1054	113	22	performed	
1954	1059	25	12	on	
1103	1075	67	39	pani	
1173	1080	12	17	g:	
1196	1075	57	16	horns	
1266	1075	18	16	in	
1297	1075	31	16	the	
1163	1112	4	3	.	
1180	1099	58	16	What	
1253	1099	14	16	is	
1282	1104	24	11	an	
1322	1081	78	35	Etude?	
1151	1100	17	62	A	
1183	1123	125	27	composition	
1323	1123	58	16	which	
1395	1124	15	17	is	
1425	1124	90	17	intended	
1530	1129	21	11	or	
1565	1130	39	18	may	
1605	1130	71	12	serve	
1690	1125	31	17	for	
1736	1131	10	11	a	
1760	1125	63	23	study.	
1163	1159	3	4	.	
1180	1147	58	16	What	
1255	1147	14	16	is	
1287	1152	24	11	an	
1328	1147	59	16	Aria?	
1151	1152	31	35	ne	
1199	1171	135	21	accompanied	
1352	1176	47	17	song	
1415	1172	31	16	for	
1463	1177	10	11	a	
1491	1172	39	16	solo	
1546	1173	57	16	voice.	
1151	1194	58	17	What	
1222	1195	15	17	is	
1250	1200	10	10	a	
1275	1195	110	16	Nocturne?	
1152	1218	17	16	A	
1181	1219	51	21	piece	
1244	1218	22	16	of	
1277	1220	59	15	music	
1349	1219	30	16	for	
1391	1220	131	21	performance	
1523	1221	32	16	in	
1568	1221	30	16	the	
1611	1226	35	17	open	
1649	1222	51	15	air	
1713	1223	18	15	at	
1745	1222	58	22	night.	
1152	1243	15	16	9.	
1181	1242	58	17	What	
1255	1243	14	15	is	
1285	1248	23	11	an	
1324	1243	102	17	Oratorio?	
1152	1266	30	17	An	
1199	1266	90	17	Oratorio	
1305	1267	15	16	is	
1336	1273	10	10	a	
1362	1267	66	16	sacred	
1445	1268	79	16	musical	
1540	1268	73	20	drama,	
1630	1270	162	21	unaccompanied	
1807	1270	25	22	by	
1849	1276	83	17	scenery.	
1152	1291	26	15	10.	
1193	1290	57	16	What	
1264	1291	14	15	is	
1292	1296	23	11	an	
1330	1291	105	16	Overture?	
1152	1314	103	22	Generally	
1274	1315	13	16	it	
1306	1315	14	15	is	
1338	1321	23	10	an	
1380	1315	134	23	introductory	
1532	1318	106	15	movement	
1655	1317	86	22	prefixed	
1760	1319	19	15	to	
1797	1324	24	10	an	
1839	1319	85	16	oratorio	
1941	1318	39	18	and	
1105	1338	90	40	intended	
1209	1340	19	15	to	
1242	1333	117	22	foreshadow	
1360	1339	43	16	the	
1404	1335	102	21	incident	
1519	1340	21	16	of	
1554	1340	31	17	the	
1599	1340	57	17	work.	
1193	1362	58	16	What	
1265	1362	15	16	is	
1294	1368	9	10	a	
1320	1363	92	16	Prelude?	
1152	1363	31	39	re	
1198	1386	135	22	introductory	
1347	1388	21	14	to	
1383	1392	9	11	a	
1407	1387	53	22	piece	
1475	1387	22	16	of	
1510	1387	65	17	music.	
1153	1410	26	16	12.	
1192	1410	59	17	What	
1264	1410	15	17	is	
1292	1416	10	10	a	
1316	1410	73	22	Galop?	
1152	1440	17	16	A	
1183	1439	55	22	quick	
1252	1440	51	20	tune,	
1317	1440	97	22	generally	
1428	1441	18	16	in	
1459	1441	11	16	2	
1483	1446	44	11	over	
1541	1442	10	15	4	
1565	1446	92	12	measure.	
1153	1470	26	15	13.	
1193	1469	58	17	What	
1266	1470	15	16	is	
1296	1475	10	11	a	
1321	1470	45	22	Jig?	
1153	1499	15	16	A	
1188	1498	69	23	bright,	
1275	1499	52	17	brisk	
1345	1500	51	19	tune,	
1414	1499	97	22	generally	
1530	1499	17	17	in	
1565	1505	92	12	measure.	
1154	1529	25	15	14,	
1195	1528	56	17	What	
1266	1529	15	17	is	
1297	1535	8	10	a	
1322	1529	118	17	Recitative?	
1154	1558	17	16	It	
1188	1558	14	16	is	
1219	1564	9	10	a	
1245	1564	47	16	song	
1309	1558	40	17	that	
1366	1558	44	18	does	
1426	1561	32	15	not	
1474	1559	44	16	take	
1535	1559	31	17	the	
1583	1559	49	16	form	
1649	1559	21	16	of	
1686	1564	10	11	a	
1711	1558	85	23	melody;	
1813	1559	73	17	neither	
1902	1559	45	18	does	
1962	1560	16	17	it	
1106	1587	87	17	conform	
1207	1589	19	15	to	
1239	1588	30	17	the	
1282	1589	56	16	strict	
1351	1588	55	17	value	
1418	1588	22	17	of	
1452	1589	92	16	notation.	
1570	1589	31	16	No	
1613	1588	50	17	fixed	
1675	1588	79	17	musical	
1768	1588	82	21	rhythm,	
1862	1588	35	17	but	
1909	1589	69	17	strives	
1106	1617	18	16	in	
1136	1617	24	17	its	
1172	1617	75	22	rhythm	
1260	1623	30	11	and	
1291	1618	124	16	succession	
1426	1618	21	16	of	
1458	1619	53	16	tones	
1524	1619	19	15	to	
1555	1618	73	16	imitate	
1640	1622	20	12	as	
1672	1617	31	16	far	
1714	1622	20	11	as	
1745	1617	84	22	possible	
1840	1617	32	18	the	
1883	1617	96	18	declama-	
1106	1648	44	21	tory	
1164	1648	75	15	accents	
1253	1647	21	16	of	
1288	1647	73	22	speech,	
